benchmark,result,holes,solve,check
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00170_006099__21219262.smt_in/mirabelle/mirabelle.log,unsat,,133,43
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00022_000555__15523452.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00178_006527__21839606.smt_in/mirabelle/mirabelle.log,unsat,,235,40
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00062_001841__16374480.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00153_005433__20664320.smt_in/mirabelle/mirabelle.log,unsat,,132,4
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00125_004184__19279656.smt_in/mirabelle/mirabelle.log,unsat,,121,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00172_006233__21467374.smt_in/mirabelle/mirabelle.log,unsat,,181,43
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00098_003182__18609690.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00386_014449__29381898.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00137_004647__19891884.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00369_013866__28755912.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00129_004403__19653528.smt_in/mirabelle/mirabelle.log,unsat,,120,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00295_010801__26011024.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00093_002873__17985392.smt_in/mirabelle/mirabelle.log,unsat,,188,950
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00257_009500__24385462.smt_in/mirabelle/mirabelle.log,unsat,,272,1
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00165_005915__20969328.smt_in/mirabelle/mirabelle.log,unsat,,195,26
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00315_011766__27088014.smt_in/mirabelle/mirabelle.log,unsat,,143,7
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00284_010378__25619672.smt_in/mirabelle/mirabelle.log,unsat,,143,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Comparison_Sort_Lower_Bound/0002_Linorder_Relations/prob_00252_009260__24020344.smt_in/mirabelle/mirabelle.log,unsat,,106,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0004_PLang/prob_00203_005956__8157698.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0004_PLang/prob_00123_003863__7701436.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0004_PLang/prob_00167_005084__7922236.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0004_PLang/prob_00179_005443__8037432.smt_in/mirabelle/mirabelle.log,unsat,,113,8
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0004_PLang/prob_00060_001771__7603252.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0004_PLang/prob_00149_004586__7815030.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00093_002959__9381644.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00381_010732__11820604.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00247_007165__10693356.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00685_019249__14796516.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00398_011204__11990288.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00523_014734__13106888.smt_in/mirabelle/mirabelle.log,unsat,,21175,3618
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00189_005520__10545624.smt_in/mirabelle/mirabelle.log,unsat,,123,7
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00441_012453__12502624.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00594_016693__13912310.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00163_004706__10253982.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00493_014017__12822406.smt_in/mirabelle/mirabelle.log,unsat,,1760,20
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00410_011571__12165296.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00123_003668__9766640.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00613_017094__14060292.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00540_015289__13247860.smt_in/mirabelle/mirabelle.log,unsat,,164,21
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00365_010273__11658372.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00754_021567__15884142.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00511_014431__12969570.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00729_020716__15429874.smt_in/mirabelle/mirabelle.log,unsat,,239,39
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00320_009267__11293050.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00742_021140__15648864.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00582_016428__13763328.smt_in/mirabelle/mirabelle.log,unsat,,207,30
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00176_005031__10409980.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00664_018493__14620062.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00570_016073__13587596.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00558_015759__13396028.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00135_004010__10052728.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00632_017565__14243436.smt_in/mirabelle/mirabelle.log,unsat,,214,25
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00715_020349__15220520.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00700_019944__15005604.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00272_007892__10885604.smt_in/mirabelle/mirabelle.log,unsat,,53209,4606
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00425_012009__12344588.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00473_013443__12676382.smt_in/mirabelle/mirabelle.log,unsat,,182,105
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00297_008633__11095150.smt_in/mirabelle/mirabelle.log,unsat,,356,434
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00644_017899__14422538.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00110_003342__9508112.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0007_PHoareTotal/prob_00347_009927__11491772.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0009_PsHoare/prob_00168_004679__17417766.smt_in/mirabelle/mirabelle.log,unsat,,187,35
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0009_PsHoare/prob_00155_004315__17244866.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0009_PsHoare/prob_00142_004079__17063920.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0009_PsHoare/prob_00116_003446__16841286.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0009_PsHoare/prob_00102_003240__16639700.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0009_PsHoare/prob_00193_005268__17610052.smt_in/mirabelle/mirabelle.log,unsat,,113,1
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0009_PsHoare/prob_00089_002959__16635438.smt_in/mirabelle/mirabelle.log,,,0,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00449_012500__21470062.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00098_002871__18107650.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00320_008990__20247484.smt_in/mirabelle/mirabelle.log,unsat,,175,369
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00518_014507__21979330.smt_in/mirabelle/mirabelle.log,unsat,,152,15
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00208_005808__19612640.smt_in/mirabelle/mirabelle.log,unsat,,233,42
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00433_012055__21275452.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00156_004265__19044084.smt_in/mirabelle/mirabelle.log,unsat,,131,611
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00531_014771__22118032.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00385_010623__20769876.smt_in/mirabelle/mirabelle.log,unsat,,325,36
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00418_011531__21104646.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00143_003836__18818348.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00125_003542__18555962.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00370_010266__20584312.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00465_012970__21649166.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00291_008208__20029544.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00112_003205__18286368.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00182_004996__19196982.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00345_009733__20450540.smt_in/mirabelle/mirabelle.log,unsat,,215,16
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00493_013799__21838558.smt_in/mirabelle/mirabelle.log,unsat,,214,26
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00401_011062__20935064.smt_in/mirabelle/mirabelle.log,unsat,,208,25
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00266_007486__19829384.smt_in/mirabelle/mirabelle.log,unsat,,358,36
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0011_PsHoareTotal/prob_00195_005341__19401304.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0003_HoareTotal/prob_00159_004572__7449478.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0003_HoareTotal/prob_00136_003915__7278058.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0003_HoareTotal/prob_00073_002409__6770782.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0003_HoareTotal/prob_00098_002916__7086244.smt_in/mirabelle/mirabelle.log,unsat,,433,254
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0003_HoareTotal/prob_00086_002676__6924520.smt_in/mirabelle/mirabelle.log,unsat,,870,0
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0002_Termi/prob_00070_001978__6666176.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0002_Termi/prob_00053_001672__6555126.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0008_PsLang/prob_00131_003830__16312254.smt_in/mirabelle/mirabelle.log,unsat,,160,57
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0008_PsLang/prob_00119_003585__16217206.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0008_PsLang/prob_00158_004564__16526814.smt_in/mirabelle/mirabelle.log,unsat,,95,4
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0008_PsLang/prob_00146_004225__16418464.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0008_PsLang/prob_00065_001939__16109512.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0005_PHoare/prob_00200_006870__8821012.smt_in/mirabelle/mirabelle.log,unsat,,117,6
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0005_PHoare/prob_00169_006054__8503098.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0005_PHoare/prob_00131_004839__8275280.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0005_PHoare/prob_00186_006499__8667432.smt_in/mirabelle/mirabelle.log,unsat,,117,22
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0010_PsTermi/prob_00040_001008__17761450.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0010_PsTermi/prob_00086_002050__18005268.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0010_PsTermi/prob_00058_001358__17886598.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0001_Hoare/prob_00162_004260__6371950.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0001_Hoare/prob_00094_002746__5846964.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0001_Hoare/prob_00118_003211__6037114.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0001_Hoare/prob_00146_003861__6205670.smt_in/mirabelle/mirabelle.log,unsat,,138,9
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0001_Hoare/prob_00062_001917__5677894.smt_in/mirabelle/mirabelle.log,unsat,,214,32
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0000_Lang/prob_00112_003762__5569044.smt_in/mirabelle/mirabelle.log,unsat,,127,5142
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0006_PTermi/prob_00083_001991__9201722.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0006_PTermi/prob_00036_000926__8943234.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Abstract-Hoare-Logics/0006_PTermi/prob_00054_001277__9051210.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00015_000418__11468774.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00060_001868__12223056.smt_in/mirabelle/mirabelle.log,unsat,,115,12
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00074_002443__12456902.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00054_001657__12130034.smt_in/mirabelle/mirabelle.log,unsat,,141,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00042_001238__11877120.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00064_002126__12330932.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00024_000671__11566108.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00079_002604__12589662.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00047_001397__12021670.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0000_Additions_to_Main/prob_00027_000828__11707332.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0001_Number_Partition/prob_00220_007310__15880326.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0001_Number_Partition/prob_00186_005954__15332142.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0001_Number_Partition/prob_00472_017243__20732978.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0001_Number_Partition/prob_00485_017808__21110450.smt_in/mirabelle/mirabelle.log,unsat,,88,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0001_Number_Partition/prob_00386_013900__19062194.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0001_Number_Partition/prob_00049_001294__13052820.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Card_Number_Partitions/0001_Number_Partition/prob_00089_002558__13762092.smt_in/mirabelle/mirabelle.log,,,,
